"time [s]"	"region"	"quantity [kg]"	"flux"	"flux_in"	"flux_out"	"mass"	"source"	"source_in"	"source_out"	"flux_increment"	"source_increment"	"flux_cumulative"	"source_cumulative"	"error"
340	"repository"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0	0
340	".bottom"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
340	".left"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
340	".right"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
340	".topright"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
340	".topleft"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
340	".IMPLICIT_BOUNDARY"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
340	"ALL"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0.00036	1.4593e-12
350	"fracture"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
350	"bulk"	"X"	0	0	0	2.47628e-12	0	0	0	0	0	0	0	0
350	"repository"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0	0
350	".bottom"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
350	".left"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
350	".right"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
350	".topright"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
350	".topleft"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
350	".IMPLICIT_BOUNDARY"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
350	"ALL"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0.00036	1.50287e-12
360	"fracture"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
360	"bulk"	"X"	0	0	0	2.54806e-12	0	0	0	0	0	0	0	0
360	"repository"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0	0
360	".bottom"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
360	".left"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
360	".right"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
360	".topright"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
360	".topleft"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
360	".IMPLICIT_BOUNDARY"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
360	"ALL"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0.00036	1.54643e-12
370	"fracture"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
370	"bulk"	"X"	0	0	0	2.61983e-12	0	0	0	0	0	0	0	0
370	"repository"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0	0
370	".bottom"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
370	".left"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
370	".right"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
370	".topright"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
370	".topleft"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
370	".IMPLICIT_BOUNDARY"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
370	"ALL"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0.00036	1.58999e-12
380	"fracture"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
380	"bulk"	"X"	0	0	0	2.69161e-12	0	0	0	0	0	0	0	0
380	"repository"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0	0
380	".bottom"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
380	".left"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
380	".right"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
380	".topright"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
380	".topleft"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
380	".IMPLICIT_BOUNDARY"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
380	"ALL"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0.00036	1.63355e-12
390	"fracture"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
390	"bulk"	"X"	0	0	0	2.76338e-12	0	0	0	0	0	0	0	0
390	"repository"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0	0
390	".bottom"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
390	".left"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
390	".right"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
390	".topright"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
390	".topleft"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
390	".IMPLICIT_BOUNDARY"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
390	"ALL"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0.00036	1.67711e-12
400	"fracture"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
400	"bulk"	"X"	0	0	0	2.83516e-12	0	0	0	0	0	0	0	0
400	"repository"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0	0
400	".bottom"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
400	".left"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
400	".right"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
400	".topright"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
400	".topleft"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
400	".IMPLICIT_BOUNDARY"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
400	"ALL"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0.00036	1.72067e-12
410	"fracture"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
410	"bulk"	"X"	0	0	0	2.90694e-12	0	0	0	0	0	0	0	0
410	"repository"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0	0
410	".bottom"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
410	".left"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
410	".right"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
410	".topright"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
410	".topleft"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
410	".IMPLICIT_BOUNDARY"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
410	"ALL"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0.00036	1.76423e-12
420	"fracture"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
420	"bulk"	"X"	0	0	0	2.97871e-12	0	0	0	0	0	0	0	0
420	"repository"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0	0
420	".bottom"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
420	".left"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
420	".right"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
420	".topright"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
420	".topleft"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
420	".IMPLICIT_BOUNDARY"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
420	"ALL"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0.00036	1.8078e-12
430	"fracture"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
430	"bulk"	"X"	0	0	0	3.05049e-12	0	0	0	0	0	0	0	0
430	"repository"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0	0
430	".bottom"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
430	".left"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
430	".right"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
430	".topright"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
430	".topleft"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
430	".IMPLICIT_BOUNDARY"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
430	"ALL"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0.00036	1.85136e-12
440	"fracture"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
440	"bulk"	"X"	0	0	0	3.12227e-12	0	0	0	0	0	0	0	0
440	"repository"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0	0
440	".bottom"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
440	".left"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
440	".right"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
440	".topright"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
440	".topleft"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
440	".IMPLICIT_BOUNDARY"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
440	"ALL"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0.00036	1.89492e-12
450	"fracture"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
450	"bulk"	"X"	0	0	0	3.19404e-12	0	0	0	0	0	0	0	0
450	"repository"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0	0
450	".bottom"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
450	".left"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
450	".right"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
450	".topright"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
450	".topleft"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
450	".IMPLICIT_BOUNDARY"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
450	"ALL"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0.00036	1.93848e-12
460	"fracture"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
460	"bulk"	"X"	0	0	0	3.26582e-12	0	0	0	0	0	0	0	0
460	"repository"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0	0
460	".bottom"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
460	".left"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
460	".right"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
460	".topright"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
460	".topleft"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
460	".IMPLICIT_BOUNDARY"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
460	"ALL"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0.00036	1.98204e-12
470	"fracture"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
470	"bulk"	"X"	0	0	0	3.33759e-12	0	0	0	0	0	0	0	0
470	"repository"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0	0
470	".bottom"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
470	".left"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
470	".right"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
470	".topright"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
470	".topleft"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
470	".IMPLICIT_BOUNDARY"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
470	"ALL"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0.00036	2.0256e-12
480	"fracture"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
480	"bulk"	"X"	0	0	0	3.40937e-12	0	0	0	0	0	0	0	0
480	"repository"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0	0
480	".bottom"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
480	".left"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
480	".right"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
480	".topright"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
480	".topleft"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
480	".IMPLICIT_BOUNDARY"	"X"	0	0	0	0	0	0	0	0	0	0	0	0
480	"ALL"	"X"	0	0	0	0.00036	0	0	0	0	0	0	0.00036	2.06916e-12
